customer_id,date,month,quarter,year,country,operator,service,plan,device_type,network_type,age_group,gender,revenue,arpu,data_usage_gb,call_minutes,sms_count,is_active,is_churned,churn_reason,activation_date,tenure_months,payment_method,support_tickets,satisfaction_score,satisfaction_level,nps_score,data_speed_mbps,network_uptime_pct,roaming_revenue,international_calls_min,loyalty_points,promotions_used,referrals_made,monthly_recharge_count,avg_recharge_amount,complaints,resolution_time_hrs,first_call_resolution,region,city_tier,is_postpaid,credit_score,lifetime_value,risk_score
CUST0751875,2024-05-09,2024-05,Q2,2024,KSA,GlobalCom,Fusions,Premium,Laptop,4G,18-24,Male,39.89,42.37,17.57,134,344,True,False,None,2022-07-15,22,Cash,1,1.5,Dissatisfied,-52,20.4,97.2,0,0,3464,0,0,2,19.95,0,0,True,Middle East,1,True,508,836.01,0.854
CUST0511105,2025-04-08,2025-04,Q2,2025,India,SwiftNet,Broadband,Unlimited,Laptop,5G,55-64,Male,46.86,47.01,13.27,1383,301,False,True,Price,2024-06-10,10,Credit Card,1,4.6,Very Satisfied,-6,11.3,98.79,0,0,2694,3,0,3,15.62,3,33.9,False,South Asia,1,False,0,401.17,0.678
CUST0728008,2024-12-07,2024-12,Q4,2024,Iraq,SpeedTel,Mobile,Basic,Router,5G,25-34,Female,12.99,12.84,14.47,1436,492,True,False,None,2022-08-06,28,Cash,0,3.0,Neutral,15,20.4,97.95,0,0,2362,2,3,8,1.62,0,0,True,Middle East,2,False,0,389.22,0.191
CUST0656836,2025-08-24,2025-08,Q3,2025,Pakistan,ConnectPro,Mobile,Enterprise,IoT Device,4G,25-34,Female,84.27,82.88,12.21,105,462,True,False,None,2021-12-24,44,Mobile Money,0,1.6,Dissatisfied,35,69.8,95.13,2.0,0,1025,5,0,2,42.13,0,0,True,South Asia,2,False,0,3500.62,0.047
CUST0970772,2025-10-31,2025-10,Q4,2025,KSA,SpeedTel,Lifestyle,Standard,IoT Device,3G,18-24,Female,25.2,27.18,52.62,790,379,True,False,None,2024-03-30,19,Mobile Money,3,5.0,Very Satisfied,23,0.8,96.22,0,167,2698,4,1,4,6.3,0,0,True,Middle East,2,False,0,423.72,0.155
CUST0336336,2025-01-28,2025-01,Q1,2025,Kenya,NetWave,Mobile,Enterprise,Router,5G,65+,Female,157.65,145.42,3.6,1248,143,True,False,None,2023-02-28,23,Cash,0,1.7,Dissatisfied,-94,35.1,99.23,0,0,3265,5,1,11,14.33,1,38.6,False,East Africa,1,True,352,4307.55,0.223
CUST0988582,2024-11-19,2024-11,Q4,2024,India,ConnectPro,Fusions,Unlimited,IoT Device,5G,55-64,Female,36.19,34.69,5.19,34,11,True,False,None,2021-01-31,46,Mobile Money,0,2.0,Dissatisfied,-46,13.1,95.44,0,125,4213,5,3,6,6.03,1,22.2,True,South Asia,1,True,645,1862.95,0.382
CUST0688014,2024-07-24,2024-07,Q3,2024,Pakistan,SwiftNet,Mobile,Enterprise,Feature Phone,4G,65+,Female,131.11,128.72,35.86,807,173,True,False,None,2020-07-11,49,Bank Transfer,4,3.4,Satisfied,74,11.1,99.29,0,0,1187,1,1,6,21.85,0,0,True,South Asia,1,True,347,5951.43,0.629
CUST0196469,2024-11-19,2024-11,Q4,2024,UAE,TeleLink,Playsen,Basic,Feature Phone,3G,65+,Female,6.53,6.31,5.16,819,39,True,False,None,2020-12-20,47,Cash,3,4.7,Very Satisfied,-88,8.2,95.82,44.11,140,1511,0,0,11,0.59,0,0,True,Middle East,2,True,377,266.69,0.425
CUST0219546,2024-12-06,2024-12,Q4,2024,Nepal,ConnectPro,Playsen,Basic,Tablet,3G,55-64,Male,6.8,6.53,4.47,62,275,True,False,None,2022-08-06,28,Cash,1,2.4,Neutral,96,3.2,98.06,1.07,120,2340,4,0,10,0.68,0,0,True,South Asia,1,True,677,154.7,0.506
CUST0006245,2026-01-09,2026-01,Q1,2026,UAE,GlobalCom,Playsen,Enterprise,Smartphone,5G,55-64,Female,90.16,84.64,22.98,523,454,True,False,None,2025-07-13,6,Credit Card,0,1.6,Dissatisfied,4,63.5,97.45,0,0,4503,4,2,3,30.05,0,0,True,Middle East,2,False,0,640.24,0.625
CUST0235615,2025-04-18,2025-04,Q2,2025,KSA,NetWave,Fusions,Standard,Tablet,5G,55-64,Female,27.65,27.63,19.47,1305,466,True,False,None,2022-09-02,31,Mobile Money,1,3.7,Satisfied,62,20.5,99.47,0,38,1097,3,3,3,9.22,1,38.2,True,Middle East,3,False,0,968.07,0.886
CUST0504840,2025-11-05,2025-11,Q4,2025,Ethiopia,MobiTe,Others,Standard,Feature Phone,5G,65+,Male,15.15,15.08,12.59,807,256,True,False,None,2023-08-15,27,Mobile Money,2,3.8,Satisfied,-18,50.5,95.39,0,0,4746,0,0,5,3.03,0,0,True,East Africa,2,True,797,366.35,0.57
CUST0162183,2025-01-20,2025-01,Q1,2025,India,SwiftNet,Mobile,Pay-As-You-Go,Router,4G,55-64,Female,12.12,12.34,14.37,1061,335,True,False,None,2024-05-04,8,Cash,2,1.0,Very Dissatisfied,-97,70.6,95.47,0,0,3349,2,1,14,0.87,1,34.1,False,South Asia,1,True,686,80.26,0.465
CUST0190742,2024-11-24,2024-11,Q4,2024,India,NetWave,Lifestyle,Premium,Feature Phone,4G,18-24,Male,54.21,52.91,12.9,236,15,True,False,None,2021-08-12,40,Crypto,5,3.9,Satisfied,23,35.1,97.69,0,0,142,0,1,9,6.02,0,0,True,South Asia,1,False,0,2557.68,0.223
CUST0481575,2024-01-22,2024-01,Q1,2024,Pakistan,SwiftNet,Mobile,Premium,Tablet,4G,65+,Male,52.36,48.44,5.33,323,252,True,False,None,2022-11-13,14,Crypto,1,1.2,Dissatisfied,8,26.6,98.17,0,110,3870,0,0,2,26.18,0,0,True,South Asia,1,True,746,685.94,0.493
CUST0737688,2025-09-10,2025-09,Q3,2025,UAE,ConnectPro,Enterprise,Premium,Router,5G,35-44,Female,50.49,51.79,11.9,989,237,True,False,None,2025-08-04,1,Credit Card,0,2.3,Neutral,66,64.8,99.41,0,0,2513,0,1,15,3.37,1,46.9,False,Middle East,1,False,0,54.73,0.61
CUST0022895,2025-10-27,2025-10,Q4,2025,Nepal,AirTech,Lifestyle,Standard,Laptop,4G,25-34,Male,28.02,29.91,5.11,1234,22,True,False,None,2024-07-03,16,Cash,1,2.7,Neutral,-95,10.3,97.26,0,0,3247,2,3,12,2.33,0,0,True,South Asia,3,False,0,467.25,0.666
CUST0676349,2025-10-13,2025-10,Q4,2025,India,NetWave,Broadband,Standard,Router,2G,55-64,Female,31.99,29.4,3.74,902,353,False,True,Coverage,2022-04-17,42,Mobile Money,0,2.6,Neutral,-9,7.4,95.31,0,0,2417,1,3,15,2.13,1,9.2,True,South Asia,2,True,418,1535.01,0.492
CUST0091022,2024-11-03,2024-11,Q4,2024,India,SwiftNet,Mobile,Standard,Smartphone,5G,55-64,Other,25.53,25.74,9.07,410,380,True,False,None,2021-07-10,40,Bank Transfer,0,4.0,Satisfied,-77,12.0,95.99,0,0,2182,5,3,9,2.84,1,13.9,False,South Asia,1,True,427,1109.13,0.128
CUST0609217,2025-10-12,2025-10,Q4,2025,Bangladesh,AirTech,Playsen,Enterprise,IoT Device,5G,45-54,Female,157.83,149.13,3.53,1499,274,True,False,None,2022-04-15,42,Crypto,0,2.9,Neutral,78,31.7,95.82,26.04,0,2370,2,2,14,11.27,1,4.5,False,South Asia,2,False,0,5783.2,0.95
CUST0689172,2024-06-08,2024-06,Q2,2024,India,AirTech,Mobile,Unlimited,Tablet,5G,55-64,Female,32.71,30.07,4.84,360,418,True,False,None,2020-05-17,49,Credit Card,1,3.2,Satisfied,9,63.4,99.47,0,0,2038,0,2,8,4.09,0,0,True,South Asia,2,True,639,1544.32,0.753
CUST0283893,2025-03-10,2025-03,Q1,2025,Kenya,TeleLink,Mobile,Pay-As-You-Go,Feature Phone,4G,65+,Other,18.21,19.38,0.84,1394,63,True,False,None,2022-03-18,36,Credit Card,0,1.7,Dissatisfied,-21,15.8,97.72,0,0,3890,2,3,9,2.02,1,2.0,False,East Africa,1,False,0,538.43,0.149
CUST0665177,2024-05-05,2024-05,Q2,2024,Iraq,ConnectPro,Lifestyle,Unlimited,Smartphone,4G,35-44,Male,23.8,22.66,12.89,1267,203,True,False,None,2022-06-26,22,Cash,2,1.8,Dissatisfied,-19,38.4,95.23,0,0,2968,3,0,15,1.59,0,0,True,Middle East,1,False,0,517.66,0.234
CUST0239365,2025-07-16,2025-07,Q3,2025,Others,MobiTe,Mobile,Basic,Laptop,5G,25-34,Female,7.82,8.26,24.81,892,178,True,False,None,2024-03-25,15,Bank Transfer,1,1.3,Dissatisfied,84,15.5,95.42,13.14,0,3355,0,1,1,7.82,0,0,True,Global,2,True,802,135.83,0.243
CUST0515595,2024-01-18,2024-01,Q1,2024,KSA,ConnectPro,Enterprise,Premium,IoT Device,4G,35-44,Male,43.15,45.28,5.84,1431,258,True,False,None,2022-10-14,15,Mobile Money,1,4.8,Very Satisfied,-44,59.9,95.51,0,0,1178,2,2,2,21.57,0,0,True,Middle East,2,False,0,667.06,0.945
CUST0902453,2024-04-29,2024-04,Q2,2024,Others,TeleLink,News,Pay-As-You-Go,Tablet,4G,25-34,Female,9.76,9.22,10.8,742,310,True,False,None,2023-04-03,13,Cash,1,1.5,Dissatisfied,-60,10.1,98.41,0,0,4341,2,0,10,0.98,0,0,True,Global,2,False,0,112.83,0.676
CUST0661705,2025-01-30,2025-01,Q1,2025,KSA,SpeedTel,Fusions,Standard,Smartphone,4G,18-24,Female,19.41,21.12,11.56,754,286,True,False,None,2023-01-19,24,Mobile Money,1,4.2,Very Satisfied,39,7.2,95.9,0,0,4500,0,3,10,1.94,0,0,True,Middle East,1,False,0,418.24,0.23
CUST0488116,2024-04-28,2024-04,Q2,2024,Iraq,NetWave,News,Premium,Tablet,4G,25-34,Female,29.36,27.49,188.25,89,376,True,False,None,2021-06-24,34,Cash,2,1.2,Dissatisfied,89,11.8,95.24,0,0,3953,3,2,3,9.79,1,65.4,False,Middle East,1,True,344,1017.59,0.921
CUST0294981,2024-09-10,2024-09,Q3,2024,India,ConnectPro,Others,Pay-As-You-Go,IoT Device,5G,65+,Other,14.54,14.36,1.46,1053,19,True,False,None,2021-11-06,34,Crypto,1,2.5,Neutral,53,25.6,97.43,0,0,2500,2,0,12,1.21,0,0,True,South Asia,2,False,0,556.18,0.948
CUST0564868,2025-06-17,2025-06,Q2,2025,Nepal,MobiTe,Lifestyle,Premium,Router,5G,65+,Male,43.29,40.75,9.7,81,327,True,False,None,2024-01-09,17,Cash,1,3.1,Satisfied,4,89.4,97.97,0,105,2057,2,3,8,5.41,0,0,True,South Asia,3,False,0,666.4,0.652
CUST0656017,2024-07-08,2024-07,Q3,2024,Nepal,GlobalCom,News,Unlimited,Tablet,4G,45-54,Female,33.36,34.11,3.19,392,375,True,False,None,2023-03-01,16,Credit Card,3,2.9,Neutral,49,36.8,99.9,0,49,4323,1,3,6,5.56,0,0,True,South Asia,1,False,0,526.99,0.269
CUST0833772,2026-02-20,2026-02,Q1,2026,Pakistan,AirTech,News,Pay-As-You-Go,IoT Device,4G,65+,Male,16.84,15.22,4.15,1014,243,True,False,None,2024-01-03,25,Cash,4,1.7,Dissatisfied,68,22.1,97.88,0,110,3278,1,3,3,5.61,0,0,True,South Asia,2,False,0,391.56,0.924
CUST0787872,2025-02-16,2025-02,Q1,2025,Nepal,MobiTe,News,Premium,IoT Device,5G,55-64,Male,37.57,37.34,10.84,367,205,True,False,None,2024-09-07,5,Crypto,0,4.6,Very Satisfied,28,39.5,95.33,0,0,3194,1,2,11,3.42,0,0,True,South Asia,1,False,0,173.62,0.339
CUST0759957,2024-10-20,2024-10,Q4,2024,Nepal,TeleLink,Fusions,Standard,Smartphone,4G,35-44,Female,19.35,19.42,101.43,1140,30,True,False,None,2023-06-07,16,Crypto,3,4.7,Very Satisfied,-55,117.4,99.91,0,168,2247,4,1,11,1.76,3,51.1,True,South Asia,2,False,0,356.11,0.178
CUST0355276,2024-06-09,2024-06,Q2,2024,Kenya,GlobalCom,Playsen,Unlimited,Tablet,4G,25-34,Male,31.93,29.58,4.89,459,114,True,False,None,2021-07-12,35,Crypto,0,1.5,Dissatisfied,93,3.6,99.03,0,104,3771,1,1,15,2.13,0,0,True,East Africa,2,False,0,950.72,0.144
CUST0394744,2024-02-16,2024-02,Q1,2024,KSA,TeleLink,Broadband,Enterprise,IoT Device,4G,18-24,Female,89.06,85.78,46.39,978,158,True,False,None,2021-06-12,32,Bank Transfer,0,3.5,Satisfied,77,63.3,99.32,0,197,787,3,3,5,17.81,1,41.0,False,Middle East,3,True,329,2403.98,0.93
CUST0172440,2025-04-27,2025-04,Q2,2025,Others,SwiftNet,Mobile,Basic,IoT Device,4G,25-34,Male,12.15,11.95,11.21,848,33,True,False,None,2021-08-21,44,Crypto,2,1.5,Dissatisfied,65,11.2,98.34,0,0,3605,3,3,4,3.04,1,37.8,False,Global,2,True,655,540.9,0.94
CUST0463883,2025-09-18,2025-09,Q3,2025,Pakistan,TeleLink,IoT,Enterprise,Tablet,5G,35-44,Female,142.08,133.35,5.42,968,291,True,False,None,2025-06-13,3,Bank Transfer,1,3.9,Satisfied,23,19.7,95.3,0,5,1961,3,0,3,47.36,0,0,True,South Asia,3,False,0,384.98,0.059
CUST0768437,2024-12-21,2024-12,Q4,2024,Pakistan,GlobalCom,Playsen,Enterprise,Tablet,4G,45-54,Female,161.9,148.01,10.69,0,106,True,False,None,2021-07-28,41,Credit Card,0,3.3,Satisfied,70,18.0,97.85,26.65,92,86,2,3,6,26.98,0,0,True,South Asia,2,False,0,6336.19,0.596
CUST0710472,2025-11-09,2025-11,Q4,2025,KSA,AirTech,Mobile,Unlimited,Tablet,4G,18-24,Female,35.59,35.16,49.02,569,290,True,False,None,2024-10-30,12,Credit Card,0,2.6,Neutral,4,3.9,97.31,49.72,0,4977,5,1,5,7.12,1,32.0,True,Middle East,2,False,0,496.79,0.315
CUST0798257,2024-04-23,2024-04,Q2,2024,KSA,ConnectPro,Enterprise,Unlimited,Tablet,4G,35-44,Male,44.04,42.93,57.4,375,326,True,False,None,2022-05-29,23,Mobile Money,0,1.7,Dissatisfied,41,13.6,98.94,19.18,176,3842,2,0,14,3.15,0,0,True,Middle East,2,True,694,1135.34,0.029
CUST0145222,2025-04-27,2025-04,Q2,2025,Nepal,GlobalCom,Mobile,Basic,IoT Device,4G,25-34,Male,8.86,8.15,13.08,77,210,True,False,None,2022-02-25,38,Cash,4,4.6,Very Satisfied,45,17.4,98.02,2.94,0,2240,2,0,12,0.74,0,0,True,South Asia,2,False,0,387.67,0.687
CUST0011003,2024-08-28,2024-08,Q3,2024,Kenya,SwiftNet,Lifestyle,Premium,Router,4G,35-44,Male,50.02,52.51,19.91,1312,117,True,False,None,2021-02-01,43,Cash,0,2.5,Neutral,-85,19.0,95.26,0,0,4383,2,3,10,5.0,1,70.9,False,East Africa,3,False,0,2412.4,0.074
CUST0835470,2024-09-06,2024-09,Q3,2024,India,GlobalCom,Mobile,Pay-As-You-Go,Router,4G,18-24,Female,7.75,7.78,4.73,257,449,True,False,None,2022-01-18,32,Credit Card,0,3.9,Satisfied,-69,21.2,97.81,10.34,167,544,5,3,1,7.75,0,0,True,South Asia,1,True,803,232.02,0.462
CUST0670165,2024-04-21,2024-04,Q2,2024,UAE,AirTech,Broadband,Pay-As-You-Go,Tablet,2G,25-34,Male,11.45,11.17,8.77,43,229,True,False,None,2020-11-01,42,Mobile Money,0,1.7,Dissatisfied,-9,5.6,99.99,21.96,0,3722,5,2,2,5.72,1,30.3,True,Middle East,2,False,0,471.77,0.925
CUST0472136,2025-05-29,2025-05,Q2,2025,UAE,ConnectPro,Mobile,Pay-As-You-Go,Tablet,3G,35-44,Female,19.48,19.06,12.19,312,283,True,False,None,2022-01-20,40,Crypto,1,4.0,Satisfied,75,1.0,98.12,0,62,3202,0,0,6,3.25,0,0,True,Middle East,2,False,0,871.9,0.248
CUST0536053,2024-10-21,2024-10,Q4,2024,Iraq,SwiftNet,Enterprise,Enterprise,Laptop,4G,18-24,Female,145.47,146.86,20.31,983,305,True,False,None,2021-08-24,38,Mobile Money,1,2.7,Neutral,-69,15.8,98.07,0,0,1962,0,3,3,48.49,0,0,True,Middle East,1,True,482,5682.93,0.619
CUST0043043,2025-07-14,2025-07,Q3,2025,KSA,MobiTe,Others,Premium,Smartphone,3G,45-54,Male,58.27,57.02,45.33,759,334,True,False,None,2022-03-20,40,Credit Card,0,1.4,Dissatisfied,-51,2.7,95.37,0,0,1824,0,3,1,58.27,3,69.2,True,Middle East,3,False,0,2436.68,0.122
CUST0109921,2025-05-16,2025-05,Q2,2025,Nepal,GlobalCom,Mobile,Basic,Router,4G,45-54,Male,9.44,8.93,18.76,424,167,True,False,None,2022-07-30,34,Crypto,1,3.1,Satisfied,48,69.0,95.3,2.65,0,3362,4,0,9,1.05,0,0,True,South Asia,1,True,819,332.1,0.687
CUST0142748,2025-02-21,2025-02,Q1,2025,KSA,TeleLink,Mobile,Standard,IoT Device,5G,65+,Male,28.75,27.29,6.32,101,97,True,False,None,2021-06-17,44,Bank Transfer,0,1.9,Dissatisfied,-42,16.9,97.81,11.5,147,4198,2,2,5,5.75,0,0,True,Middle East,3,False,0,1412.8,0.675
CUST0922591,2024-08-07,2024-08,Q3,2024,Pakistan,ConnectPro,Mobile,Basic,Laptop,5G,35-44,Male,10.18,10.55,1.93,808,296,True,False,None,2023-05-10,15,Mobile Money,1,4.4,Very Satisfied,0,16.0,99.84,0,0,3223,1,1,2,5.09,0,0,True,South Asia,1,False,0,175.66,0.373
CUST0476340,2025-04-25,2025-04,Q2,2025,Iraq,AirTech,Fusions,Premium,Laptop,4G,25-34,Male,52.54,52.84,1.25,1478,26,True,False,None,2021-07-09,46,Bank Transfer,0,2.0,Dissatisfied,94,28.7,95.08,0,0,3114,0,3,10,5.25,3,29.1,False,Middle East,1,False,0,2143.77,0.83
CUST0560666,2024-02-07,2024-02,Q1,2024,KSA,GlobalCom,Lifestyle,Standard,Smartphone,5G,35-44,Male,19.88,18.99,3.14,1190,123,True,False,None,2021-11-17,27,Cash,0,1.9,Dissatisfied,-22,41.3,97.8,0,0,1284,0,1,11,1.81,0,0,True,Middle East,1,False,0,462.86,0.341
CUST0995904,2024-12-29,2024-12,Q4,2024,Iraq,GlobalCom,Others,Premium,Laptop,2G,55-64,Male,62.9,65.36,45.13,552,360,True,False,None,2022-02-07,35,Crypto,0,4.6,Very Satisfied,0,6.1,98.81,0,136,917,4,1,2,31.45,0,0,True,Middle East,1,False,0,2524.65,0.78
CUST0139704,2024-08-15,2024-08,Q3,2024,Iraq,ConnectPro,Fusions,Unlimited,Router,2G,45-54,Male,22.96,24.12,59.63,1212,301,True,False,None,2024-01-05,7,Credit Card,1,3.6,Satisfied,65,6.7,95.2,0,0,3712,5,1,13,1.77,0,0,True,Middle East,1,True,604,155.77,0.139
CUST0514307,2024-01-07,2024-01,Q1,2024,Kenya,GlobalCom,IoT,Standard,Router,4G,35-44,Female,17.1,18.16,41.1,462,117,True,False,None,2020-05-06,44,Crypto,1,3.7,Satisfied,12,17.4,99.45,0,132,2110,4,0,1,17.1,1,44.4,True,East Africa,1,False,0,699.78,0.766
CUST0302812,2024-10-12,2024-10,Q4,2024,Others,SwiftNet,Enterprise,Unlimited,Smartphone,4G,55-64,Female,37.16,35.49,6.5,1313,388,True,False,None,2023-04-28,17,Credit Card,0,4.3,Very Satisfied,-68,33.4,98.36,0,0,2820,5,2,7,5.31,0,0,True,Global,2,True,547,665.06,0.876
CUST0893294,2025-10-26,2025-10,Q4,2025,UAE,TeleLink,Others,Standard,Smartphone,5G,55-64,Female,23.86,21.79,66.0,1388,162,True,False,None,2022-02-14,45,Credit Card,0,3.3,Satisfied,-88,13.6,99.39,0,0,439,0,1,10,2.39,1,57.3,False,Middle East,3,False,0,943.27,0.789
CUST0125711,2025-04-18,2025-04,Q2,2025,KSA,MobiTe,Mobile,Premium,Feature Phone,5G,55-64,Male,38.63,39.93,42.21,1470,455,True,False,None,2024-05-15,11,Cash,2,3.1,Satisfied,-50,29.6,98.63,0,0,2269,1,1,9,4.29,0,0,True,Middle East,2,False,0,384.36,0.076
CUST0409854,2024-04-27,2024-04,Q2,2024,India,MobiTe,Playsen,Premium,Smartphone,4G,35-44,Female,39.64,36.25,58.12,924,490,True,False,None,2021-02-01,39,Bank Transfer,0,2.3,Neutral,-68,14.2,96.65,24.8,0,3218,1,3,7,5.66,0,0,True,South Asia,2,False,0,1796.98,0.648
CUST0230387,2024-11-14,2024-11,Q4,2024,Iraq,AirTech,Mobile,Unlimited,Smartphone,3G,65+,Female,50.82,52.29,58.98,70,301,True,False,None,2023-01-29,21,Crypto,1,1.6,Dissatisfied,38,2.1,99.09,41.23,0,2847,4,1,3,16.94,0,0,True,Middle East,1,False,0,1124.28,0.087
CUST0595135,2025-04-04,2025-04,Q2,2025,Kenya,NetWave,Mobile,Basic,IoT Device,4G,45-54,Male,3.75,3.77,1.96,1147,25,True,False,None,2024-02-10,13,Cash,0,4.5,Very Satisfied,76,20.9,95.55,0,0,145,5,3,9,0.42,1,58.2,False,East Africa,2,True,493,57.85,0.447
CUST0629377,2025-08-02,2025-08,Q3,2025,India,GlobalCom,Mobile,Basic,Smartphone,4G,45-54,Female,8.75,8.47,17.74,277,315,True,False,None,2024-09-22,10,Bank Transfer,1,4.7,Very Satisfied,-7,11.5,95.58,0,0,4259,4,2,8,1.09,3,53.3,True,South Asia,2,False,0,84.49,0.789
CUST0935806,2025-03-22,2025-03,Q1,2025,Kenya,TeleLink,Mobile,Premium,Feature Phone,4G,25-34,Male,57.31,54.86,8.7,1129,450,True,False,None,2024-01-05,14,Crypto,1,3.7,Satisfied,-75,98.5,96.45,0,0,2667,0,2,13,4.41,0,0,True,East Africa,1,False,0,947.11,0.339
CUST0713512,2024-02-25,2024-02,Q1,2024,India,SpeedTel,IoT,Standard,Laptop,3G,25-34,Female,20.53,19.27,2.0,1000,245,True,False,None,2023-08-07,6,Mobile Money,0,3.0,Neutral,-40,9.4,95.17,0,0,741,2,2,4,5.13,0,0,True,South Asia,3,False,0,126.64,0.242
CUST0304498,2024-05-05,2024-05,Q2,2024,India,SpeedTel,Mobile,Unlimited,Feature Phone,4G,45-54,Female,46.39,42.85,99.25,128,1,True,False,None,2022-09-05,20,Cash,0,4.3,Very Satisfied,63,28.5,96.44,0,0,2390,0,0,14,3.31,0,0,True,South Asia,3,False,0,888.84,0.197
CUST0869987,2025-04-13,2025-04,Q2,2025,UAE,GlobalCom,Mobile,Premium,Tablet,4G,55-64,Female,54.11,55.51,35.41,1200,126,True,False,None,2023-11-19,17,Cash,1,4.0,Satisfied,-71,50.0,95.5,0,0,2890,3,0,11,4.92,0,0,True,Middle East,1,True,373,950.66,0.175
CUST0807427,2026-02-17,2026-02,Q1,2026,Iraq,TeleLink,Mobile,Basic,IoT Device,4G,18-24,Female,12.26,13.03,66.66,1028,490,True,False,None,2022-08-29,42,Credit Card,4,1.8,Dissatisfied,19,60.5,99.13,0,0,3845,4,3,9,1.36,2,68.9,False,Middle East,2,False,0,479.89,0.777
CUST0700897,2024-01-24,2024-01,Q1,2024,India,MobiTe,Mobile,Premium,IoT Device,4G,65+,Male,45.86,44.94,18.37,1146,54,True,False,None,2021-12-11,25,Crypto,0,2.4,Neutral,30,23.5,99.16,0,69,3861,5,2,12,3.82,0,0,True,South Asia,2,True,542,1271.61,1.0
CUST0864738,2024-10-28,2024-10,Q4,2024,Iraq,SwiftNet,Others,Basic,Smartphone,4G,45-54,Female,8.83,9.15,28.96,571,384,True,False,None,2021-03-04,44,Credit Card,4,3.5,Satisfied,-19,44.3,97.81,0,0,4947,5,2,4,2.21,1,11.1,False,Middle East,1,False,0,335.95,0.445
CUST0516511,2024-04-13,2024-04,Q2,2024,UAE,ConnectPro,Mobile,Pay-As-You-Go,Smartphone,4G,35-44,Other,15.93,15.0,2.19,443,287,True,False,None,2022-05-29,22,Mobile Money,0,1.4,Dissatisfied,-78,18.4,95.17,0,153,4863,2,0,1,15.93,1,28.1,True,Middle East,3,False,0,317.19,0.088
CUST0117178,2025-01-06,2025-01,Q1,2025,Kenya,TeleLink,Mobile,Standard,Smartphone,5G,18-24,Male,19.17,19.38,16.68,1238,478,True,False,None,2021-01-09,48,Bank Transfer,1,3.8,Satisfied,-49,19.5,97.43,0,0,2212,2,3,7,2.74,0,0,True,East Africa,2,True,552,1062.73,0.738
CUST0534601,2025-01-26,2025-01,Q1,2025,Pakistan,GlobalCom,Playsen,Standard,Feature Phone,4G,25-34,Female,25.2,23.9,49.28,1056,254,True,False,None,2023-07-22,18,Crypto,4,3.4,Satisfied,46,81.8,97.6,49.19,13,1158,3,1,2,12.6,0,0,True,South Asia,2,True,758,393.98,0.427
CUST0500736,2024-08-29,2024-08,Q3,2024,UAE,MobiTe,Playsen,Enterprise,IoT Device,4G,45-54,Male,153.19,143.28,66.44,940,365,True,False,None,2023-02-26,18,Bank Transfer,3,1.7,Dissatisfied,21,19.6,97.98,0,34,3410,3,3,5,30.64,0,0,True,Middle East,1,False,0,2276.0,0.079
CUST0898416,2025-07-19,2025-07,Q3,2025,Bangladesh,SwiftNet,Mobile,Enterprise,Tablet,3G,25-34,Female,123.4,124.06,56.8,1022,163,True,False,None,2023-08-31,22,Cash,0,3.9,Satisfied,58,5.3,98.07,0,102,4659,1,1,5,24.68,0,0,True,South Asia,3,False,0,3143.41,0.375
CUST0005158,2024-01-16,2024-01,Q1,2024,KSA,NetWave,Mobile,Standard,Feature Phone,3G,35-44,Female,15.17,16.42,12.67,1399,210,True,False,None,2022-11-27,13,Crypto,3,1.0,Very Dissatisfied,39,7.7,98.86,0,0,1581,1,3,15,1.01,0,0,True,Middle East,3,True,709,175.01,0.944
CUST0094883,2025-05-17,2025-05,Q2,2025,Others,MobiTe,Fusions,Unlimited,Tablet,2G,35-44,Male,33.86,33.19,27.75,60,60,False,True,Competitor Offer,2022-07-31,34,Mobile Money,0,2.0,Dissatisfied,-64,1.2,99.19,0,0,2260,1,0,1,33.86,0,0,True,Global,2,True,412,1107.06,0.103
CUST0484832,2024-08-06,2024-08,Q3,2024,India,NetWave,Mobile,Enterprise,IoT Device,5G,65+,Male,160.31,175.47,10.24,663,160,True,False,None,2023-04-26,15,Crypto,1,4.5,Very Satisfied,15,7.4,98.23,0,0,3837,0,2,1,160.31,0,0,True,South Asia,1,False,0,2155.45,0.747
CUST0691401,2026-01-23,2026-01,Q1,2026,UAE,AirTech,Enterprise,Enterprise,Router,5G,65+,Male,91.3,98.52,1.42,466,380,True,False,None,2024-11-17,14,Cash,0,4.5,Very Satisfied,78,10.9,97.01,46.62,0,3854,1,1,13,7.02,0,0,True,Middle East,2,False,0,1246.57,0.527
CUST0801172,2024-02-29,2024-02,Q1,2024,Bangladesh,MobiTe,Playsen,Premium,Smartphone,4G,35-44,Male,57.27,53.05,17.64,1482,195,True,False,None,2023-02-17,12,Mobile Money,1,5.0,Very Satisfied,69,38.4,98.17,0,0,48,0,1,12,4.77,0,0,True,South Asia,3,False,0,592.66,0.917
CUST0198741,2025-07-21,2025-07,Q3,2025,Pakistan,MobiTe,Playsen,Basic,Tablet,4G,65+,Female,10.0,10.99,40.57,618,70,True,False,None,2022-02-13,41,Credit Card,1,1.4,Dissatisfied,60,44.7,98.04,0,41,1619,1,1,15,0.67,1,44.4,False,South Asia,1,False,0,368.84,0.107
